utility_id,utility_name,state,fiscal_year,total_revenue,total_expenses,net_income,total_assets,total_liabilities,total_equity,operating_margin,debt_to_assets
34735680-0ad7-4c7b-927e-09ef4136d825,North MO Municipal Water District,MO,2020,598402761.16,474329906.54,124072854.62,7723864008.03,3712256575.86,4011607432.17,20.73,48.06
34735680-0ad7-4c7b-927e-09ef4136d825,North MO Municipal Water District,MO,2019,588065043.6,517487772.27,70577271.32,7690739504.14,3785258473.42,3905481030.72,12.0,49.22
34735680-0ad7-4c7b-927e-09ef4136d825,North MO Municipal Water District,MO,2018,577905915.46,508679072.18,69226843.28,5089895430.07,2768704864.26,2321190565.81,11.98,54.4
34735680-0ad7-4c7b-927e-09ef4136d825,North MO Municipal Water District,MO,2017,567922291.52,484748102.72,83174188.8,6634996251.65,3434684606.99,3200311644.66,14.65,51.77
34735680-0ad7-4c7b-927e-09ef4136d825,North MO Municipal Water District,MO,2016,558111139.86,468492790.98,89618348.87,6078914899.68,2998463209.05,3080451690.64,16.06,49.33
34735680-0ad7-4c7b-927e-09ef4136d825,North MO Municipal Water District,MO,2015,548469480.92,425247656.31,123221824.6,4469697923.52,2129282194.91,2340415728.61,22.47,47.64
823fed2b-302f-48bc-84da-f978121a92d7,Central SC Water and Power Department,SC,2024,427015444.56,325210596.0,101804848.56,5333092825.24,2321162006.95,3011930818.29,23.84,43.52
823fed2b-302f-48bc-84da-f978121a92d7,Central SC Water and Power Department,SC,2023,420433270.77,341730028.04,78703242.73,6271579237.0,2705432588.62,3566146648.38,18.72,43.14
823fed2b-302f-48bc-84da-f978121a92d7,Central SC Water and Power Department,SC,2022,413952557.03,343668903.64,70283653.39,4178765495.85,2348582244.56,1830183251.29,16.98,56.2
823fed2b-302f-48bc-84da-f978121a92d7,Central SC Water and Power Department,SC,2021,407571739.41,365385514.67,42186224.74,5001007993.65,2427596556.53,2573411437.12,10.35,48.54
823fed2b-302f-48bc-84da-f978121a92d7,Central SC Water and Power Department,SC,2020,401289278.07,354751183.27,46538094.8,3816478293.42,2146311411.85,1670166881.57,11.6,56.24
823fed2b-302f-48bc-84da-f978121a92d7,Central SC Water and Power Department,SC,2019,395103656.91,299754701.19,95348955.71,5528110159.36,2859168873.17,2668941286.19,24.13,51.72
823fed2b-302f-48bc-84da-f978121a92d7,Central SC Water and Power Department,SC,2018,389013383.2,335815639.78,53197743.41,4591395154.42,2490997948.53,2100397205.89,13.68,54.25
823fed2b-302f-48bc-84da-f978121a92d7,Central SC Water and Power Department,SC,2017,383016987.21,329174951.08,53842036.14,4975262209.64,2292177131.19,2683085078.46,14.06,46.07
823fed2b-302f-48bc-84da-f978121a92d7,Central SC Water and Power Department,SC,2016,377113021.89,307246509.76,69866512.14,4313079199.91,2322656146.47,1990423053.44,18.53,53.85
823fed2b-302f-48bc-84da-f978121a92d7,Central SC Water and Power Department,SC,2015,371300062.47,328464831.04,42835231.44,3897271580.72,1615139783.42,2282131797.3,11.54,41.44
9c0e980d-a161-4c88-b1d5-0b66fd904fbb,South FL Water Management District,FL,2024,87085472.58,77846736.19,9238736.39,827228943.82,407349856.7,419879087.13,10.61,49.24
9c0e980d-a161-4c88-b1d5-0b66fd904fbb,South FL Water Management District,FL,2023,84118406.12,69587056.85,14531349.27,867579606.62,380451082.18,487128524.44,17.27,43.85
9c0e980d-a161-4c88-b1d5-0b66fd904fbb,South FL Water Management District,FL,2022,81252429.81,71910563.46,9341866.35,1160037723.06,565021291.38,595016431.68,11.5,48.71
9c0e980d-a161-4c88-b1d5-0b66fd904fbb,South FL Water Management District,FL,2021,78484099.43,68687058.4,9797041.03,922476053.03,403261921.22,519214131.81,12.48,43.72
9c0e980d-a161-4c88-b1d5-0b66fd904fbb,South FL Water Management District,FL,2020,75810088.12,61908519.45,13901568.67,1023760036.79,432919671.17,590840365.62,18.34,42.29
9c0e980d-a161-4c88-b1d5-0b66fd904fbb,South FL Water Management District,FL,2019,73227182.34,59403305.91,13823876.44,1005087788.16,547294305.18,457793482.98,18.88,54.45
9c0e980d-a161-4c88-b1d5-0b66fd904fbb,South FL Water Management District,FL,2018,70732278.08,56086124.98,14646153.1,648503658.45,299594137.52,348909520.93,20.71,46.2
9c0e980d-a161-4c88-b1d5-0b66fd904fbb,South FL Water Management District,FL,2017,68322377.05,59555994.98,8766382.07,908908048.04,519211879.91,389696168.14,12.83,57.12
9c0e980d-a161-4c88-b1d5-0b66fd904fbb,South FL Water Management District,FL,2016,65994583.14,52999895.98,12994687.15,538625987.01,320228443.14,218397543.87,19.69,59.45
9c0e980d-a161-4c88-b1d5-0b66fd904fbb,South FL Water Management District,FL,2015,63746098.88,54619551.68,9126547.2,853415731.06,476963288.58,376452442.49,14.32,55.89
fe8300d4-445e-4cee-8f97-5b77bcadc1a7,County CO Municipal Water District,CO,2024,146791363.12,116393325.02,30398038.1,1459619323.15,764848926.68,694770396.47,20.71,52.4
fe8300d4-445e-4cee-8f97-5b77bcadc1a7,County CO Municipal Water District,CO,2023,144245748.48,120887822.16,23357926.33,1166099176.48,505450294.97,660648881.51,16.19,43.35
fe8300d4-445e-4cee-8f97-5b77bcadc1a7,County CO Municipal Water District,CO,2022,141744279.18,114301254.87,27443024.32,1234550496.17,725765141.98,508785354.19,19.36,58.79
fe8300d4-445e-4cee-8f97-5b77bcadc1a7,County CO Municipal Water District,CO,2021,139286189.66,109568987.18,29717202.47,1702524167.6,702901329.72,999622837.89,21.34,41.29
fe8300d4-445e-4cee-8f97-5b77bcadc1a7,County CO Municipal Water District,CO,2020,136870727.63,118075735.34,18794992.29,1747759879.18,980030561.28,767729317.89,13.73,56.07
fe8300d4-445e-4cee-8f97-5b77bcadc1a7,County CO Municipal Water District,CO,2019,134497153.87,119945850.1,14551303.78,1843696186.0,989907330.96,853788855.05,10.82,53.69
fe8300d4-445e-4cee-8f97-5b77bcadc1a7,County CO Municipal Water District,CO,2018,132164741.96,104280676.11,27884065.85,1468998299.35,831891738.19,637106561.16,21.1,56.63
fe8300d4-445e-4cee-8f97-5b77bcadc1a7,County CO Municipal Water District,CO,2017,129872778.09,106574285.75,23298492.34,1123436480.8,662754861.01,460681619.79,17.94,58.99
fe8300d4-445e-4cee-8f97-5b77bcadc1a7,County CO Municipal Water District,CO,2016,127620560.81,111642399.82,15978160.98,1676345558.7,736973212.0,939372346.7,12.52,43.96
fe8300d4-445e-4cee-8f97-5b77bcadc1a7,County CO Municipal Water District,CO,2015,125407400.84,97648087.71,27759313.13,1519541632.86,911069373.6,608472259.26,22.14,59.96
b9fe26d4-e8da-4a6b-b2dd-9c3a89ef12f5,Central TX Municipal Utility District,TX,2024,3154062959.88,2676167360.96,477895598.92,38819452927.21,17348861617.87,21470591309.33,15.15,44.69
b9fe26d4-e8da-4a6b-b2dd-9c3a89ef12f5,Central TX Municipal Utility District,TX,2023,3006800886.26,2536373896.58,470426989.68,24701323212.51,13875322600.18,10826000612.33,15.65,56.17
b9fe26d4-e8da-4a6b-b2dd-9c3a89ef12f5,Central TX Municipal Utility District,TX,2022,2866414426.28,2167841317.47,698573108.81,40674309603.37,21508803795.57,19165505807.8,24.37,52.88
b9fe26d4-e8da-4a6b-b2dd-9c3a89ef12f5,Central TX Municipal Utility District,TX,2021,2732582560.0,2057201838.78,675380721.23,30877598972.38,14655284743.46,16222314228.92,24.72,47.46
b9fe26d4-e8da-4a6b-b2dd-9c3a89ef12f5,Central TX Municipal Utility District,TX,2020,2604999255.79,2343899140.17,261100115.62,33167153872.62,15440183608.95,17726970263.67,10.02,46.55
b9fe26d4-e8da-4a6b-b2dd-9c3a89ef12f5,Central TX Municipal Utility District,TX,2019,2483372770.5,1950792570.88,532580199.62,21554169095.47,12681481835.18,8872687260.29,21.45,58.84
b9fe26d4-e8da-4a6b-b2dd-9c3a89ef12f5,Central TX Municipal Utility District,TX,2018,2367424982.39,1993767904.3,373657078.09,24400459027.33,10656557076.27,13743901951.06,15.78,43.67
b9fe26d4-e8da-4a6b-b2dd-9c3a89ef12f5,Central TX Municipal Utility District,TX,2017,2256890755.11,2027564211.46,229326543.66,18995568265.0,10541429888.09,8454138376.9,10.16,55.49
b9fe26d4-e8da-4a6b-b2dd-9c3a89ef12f5,Central TX Municipal Utility District,TX,2016,2151517331.45,1742743817.26,408773514.19,21106483504.98,10593127351.03,10513356153.95,19.0,50.19
b9fe26d4-e8da-4a6b-b2dd-9c3a89ef12f5,Central TX Municipal Utility District,TX,2015,2051063755.32,1781963041.93,269100713.39,16874232897.18,9959035752.94,6915197144.23,13.12,59.02
f9ca4351-66fc-4f3e-9d02-9e5b85532426,Central WI Metropolitan Water District,WI,2024,77212713.6,60125074.86,17087638.74,826393372.9,469027994.69,357365378.22,22.13,56.76
f9ca4351-66fc-4f3e-9d02-9e5b85532426,Central WI Metropolitan Water District,WI,2023,73932202.92,64834779.68,9097423.24,745334031.08,420906678.11,324427352.97,12.31,56.47
f9ca4351-66fc-4f3e-9d02-9e5b85532426,Central WI Metropolitan Water District,WI,2022,70791070.2,56510087.1,14280983.09,876673262.86,496076479.45,380596783.4,20.17,56.59
f9ca4351-66fc-4f3e-9d02-9e5b85532426,Central WI Metropolitan Water District,WI,2021,67783393.73,57930777.89,9852615.83,719093318.75,313354506.97,405738811.77,14.54,43.58
f9ca4351-66fc-4f3e-9d02-9e5b85532426,Central WI Metropolitan Water District,WI,2020,64903503.4,52162712.02,12740791.37,741764217.48,316343492.19,425420725.29,19.63,42.65
f9ca4351-66fc-4f3e-9d02-9e5b85532426,Central WI Metropolitan Water District,WI,2019,62145970.01,50016640.25,12129329.75,764981969.69,352590320.6,412391649.09,19.52,46.09
f9ca4351-66fc-4f3e-9d02-9e5b85532426,Central WI Metropolitan Water District,WI,2018,59505595.01,48746186.06,10759408.95,743323039.12,349348907.04,393974132.08,18.08,47.0
f9ca4351-66fc-4f3e-9d02-9e5b85532426,Central WI Metropolitan Water District,WI,2017,56977400.74,43805937.53,13171463.21,465481901.14,246085882.78,219396018.36,23.12,52.87
f9ca4351-66fc-4f3e-9d02-9e5b85532426,Central WI Metropolitan Water District,WI,2016,54556621.02,46773144.68,7783476.33,760642388.24,372506956.97,388135431.27,14.27,48.97
f9ca4351-66fc-4f3e-9d02-9e5b85532426,Central WI Metropolitan Water District,WI,2015,52238692.15,41007503.8,11231188.35,725066144.46,338738787.75,386327356.71,21.5,46.72
5900ba7f-05b6-4f39-a770-e06b3975a3c1,West MD Water and Power Department,MD,2024,9817804.52,7700823.54,2116980.98,107944267.99,57901475.27,50042792.73,21.56,53.64
5900ba7f-05b6-4f39-a770-e06b3975a3c1,West MD Water and Power Department,MD,2023,9476902.17,8389751.22,1087150.96,96813554.44,46672455.63,50141098.81,11.47,48.21
5900ba7f-05b6-4f39-a770-e06b3975a3c1,West MD Water and Power Department,MD,2022,9147836.94,6914080.5,2233756.44,86242040.91,43644525.62,42597515.28,24.42,50.61
5900ba7f-05b6-4f39-a770-e06b3975a3c1,West MD Water and Power Department,MD,2021,8830197.79,7718981.69,1111216.1,90507691.23,41824889.36,48682801.87,12.58,46.21
5900ba7f-05b6-4f39-a770-e06b3975a3c1,West MD Water and Power Department,MD,2020,8523587.99,7540747.68,982840.31,77585587.33,46486871.31,31098716.03,11.53,59.92
5900ba7f-05b6-4f39-a770-e06b3975a3c1,West MD Water and Power Department,MD,2019,8227624.56,6336842.61,1890781.95,84578911.85,43825296.55,40753615.3,22.98,51.82
5900ba7f-05b6-4f39-a770-e06b3975a3c1,West MD Water and Power Department,MD,2018,7941937.83,7088645.56,853292.27,86966653.78,40514936.25,46451717.53,10.74,46.59
5900ba7f-05b6-4f39-a770-e06b3975a3c1,West MD Water and Power Department,MD,2017,7666170.96,5963313.1,1702857.86,68271040.93,32805113.99,35465926.95,22.21,48.05
5900ba7f-05b6-4f39-a770-e06b3975a3c1,West MD Water and Power Department,MD,2016,7399979.51,5809678.8,1590300.71,104178355.59,43651585.4,60526770.19,21.49,41.9
5900ba7f-05b6-4f39-a770-e06b3975a3c1,West MD Water and Power Department,MD,2015,7143030.99,5910905.43,1232125.55,101597698.89,51353446.62,50244252.27,17.25,50.55
784c2a9f-ce07-470e-92dc-2956d20b8f1f,East IN Metropolitan Water District,IN,2024,13483078.51,10816565.62,2666512.89,120759095.34,50399855.5,70359239.85,19.78,41.74
784c2a9f-ce07-470e-92dc-2956d20b8f1f,East IN Metropolitan Water District,IN,2023,13323387.8,10137626.76,3185761.03,158822315.95,72966744.83,85855571.12,23.91,45.94
784c2a9f-ce07-470e-92dc-2956d20b8f1f,East IN Metropolitan Water District,IN,2022,13165588.43,9902385.67,3263202.76,109155129.88,63419603.98,45735525.89,24.79,58.1
784c2a9f-ce07-470e-92dc-2956d20b8f1f,East IN Metropolitan Water District,IN,2021,13009658.0,11352173.65,1657484.36,110963630.03,46596003.32,64367626.71,12.74,41.99
784c2a9f-ce07-470e-92dc-2956d20b8f1f,East IN Metropolitan Water District,IN,2020,12855574.38,11408729.58,1446844.8,168292304.75,84244515.85,84047788.9,11.25,50.06
784c2a9f-ce07-470e-92dc-2956d20b8f1f,East IN Metropolitan Water District,IN,2019,12703315.7,10551991.83,2151323.86,173472085.37,73791189.09,99680896.28,16.94,42.54
784c2a9f-ce07-470e-92dc-2956d20b8f1f,East IN Metropolitan Water District,IN,2018,12552860.33,11192502.7,1360357.63,155353913.87,71373321.13,83980592.74,10.84,45.94
784c2a9f-ce07-470e-92dc-2956d20b8f1f,East IN Metropolitan Water District,IN,2017,12404186.93,11070070.2,1334116.72,129722767.61,65836129.82,63886637.79,10.76,50.75
784c2a9f-ce07-470e-92dc-2956d20b8f1f,East IN Metropolitan Water District,IN,2016,12257274.38,10281476.32,1975798.06,114370952.4,66090569.16,48280383.24,16.12,57.79
784c2a9f-ce07-470e-92dc-2956d20b8f1f,East IN Metropolitan Water District,IN,2015,12112101.83,9225223.78,2886878.05,151871478.98,86830526.31,65040952.67,23.83,57.17
62d4db5b-e1e3-4272-91a8-936ad85ee6e8,South TX Water Corporation,TX,2024,424536437.13,333281084.07,91255353.06,5250909162.91,2461478745.81,2789430417.1,21.5,46.88
62d4db5b-e1e3-4272-91a8-936ad85ee6e8,South TX Water Corporation,TX,2023,419287680.08,369840299.1,49447380.98,6052725349.7,3456203191.81,2596522157.89,11.79,57.1
62d4db5b-e1e3-4272-91a8-936ad85ee6e8,South TX Water Corporation,TX,2022,414103816.05,360197021.96,53906794.08,5102121065.57,2923565829.23,2178555236.33,13.02,57.3
62d4db5b-e1e3-4272-91a8-936ad85ee6e8,South TX Water Corporation,TX,2021,408984042.73,344220071.4,64763971.32,5285712268.1,2531355506.75,2754356761.35,15.84,47.89
62d4db5b-e1e3-4272-91a8-936ad85ee6e8,South TX Water Corporation,TX,2020,403927567.74,353735136.64,50192431.09,5287494338.04,2261836574.01,3025657764.03,12.43,42.78
62d4db5b-e1e3-4272-91a8-936ad85ee6e8,South TX Water Corporation,TX,2019,398933608.48,332606088.89,66327519.59,3555500957.15,1866944882.92,1688556074.23,16.63,52.51
62d4db5b-e1e3-4272-91a8-936ad85ee6e8,South TX Water Corporation,TX,2018,394001392.06,347906032.75,46095359.31,4360732717.98,2499018288.59,1861714429.39,11.7,57.31
62d4db5b-e1e3-4272-91a8-936ad85ee6e8,South TX Water Corporation,TX,2017,389130155.09,307526473.13,81603681.97,4753860908.32,2851960269.27,1901900639.04,20.97,59.99
62d4db5b-e1e3-4272-91a8-936ad85ee6e8,South TX Water Corporation,TX,2016,384319143.68,292938724.49,91380419.19,5617876183.03,2642483894.68,2975392288.34,23.78,47.04
62d4db5b-e1e3-4272-91a8-936ad85ee6e8,South TX Water Corporation,TX,2015,379567613.22,334699954.13,44867659.09,4748321733.61,2039741070.29,2708580663.33,11.82,42.96
59448f05-37b9-4b8d-bf61-c1e14a7d8cbe,Municipal NY Water and Sewer Commission,NY,2024,460051749.23,381870450.48,78181298.75,4259097581.15,2142385642.81,2116711938.35,16.99,50.3
59448f05-37b9-4b8d-bf61-c1e14a7d8cbe,Municipal NY Water and Sewer Commission,NY,2023,441349954.31,357761497.54,83588456.78,4188596013.6,2496590911.17,1692005102.43,18.94,59.6
59448f05-37b9-4b8d-bf61-c1e14a7d8cbe,Municipal NY Water and Sewer Commission,NY,2022,423408415.47,319993387.92,103415027.55,5990680081.82,3504320198.69,2486359883.13,24.42,58.5
59448f05-37b9-4b8d-bf61-c1e14a7d8cbe,Municipal NY Water and Sewer Commission,NY,2021,406196227.14,365167733.18,41028493.95,3279675847.87,1349396786.59,1930279061.28,10.1,41.14
59448f05-37b9-4b8d-bf61-c1e14a7d8cbe,Municipal NY Water and Sewer Commission,NY,2020,389683740.12,294620158.24,95063581.89,4355607070.59,2356095797.93,1999511272.66,24.4,54.09
59448f05-37b9-4b8d-bf61-c1e14a7d8cbe,Municipal NY Water and Sewer Commission,NY,2019,373842510.52,296226671.6,77615838.92,5072305412.94,2310240207.41,2762065205.53,20.76,45.55
59448f05-37b9-4b8d-bf61-c1e14a7d8cbe,Municipal NY Water and Sewer Commission,NY,2018,358645250.71,305319686.87,53325563.84,5357538382.59,2443629415.33,2913908967.26,14.87,45.61
59448f05-37b9-4b8d-bf61-c1e14a7d8cbe,Municipal NY Water and Sewer Commission,NY,2017,344065782.34,291625178.43,52440603.92,4039760172.03,2290330158.03,1749430013.99,15.24,56.69
59448f05-37b9-4b8d-bf61-c1e14a7d8cbe,Municipal NY Water and Sewer Commission,NY,2016,330078991.27,293266929.32,36812061.95,3999863781.06,1813460326.8,2186403454.27,11.15,45.34
59448f05-37b9-4b8d-bf61-c1e14a7d8cbe,Municipal NY Water and Sewer Commission,NY,2015,316660784.28,261367323.72,55293460.56,2641355309.59,1092723362.22,1548631947.37,17.46,41.37
55988f8f-a099-44a2-8047-d8a8a2e05cf0,City GA Water System,GA,2024,20838439.53,17874436.52,2964003.01,198994570.4,116735204.62,82259365.78,14.22,58.66
55988f8f-a099-44a2-8047-d8a8a2e05cf0,City GA Water System,GA,2023,19954718.58,17253463.4,2701255.17,225175807.7,109762194.41,115413613.28,13.54,48.75
55988f8f-a099-44a2-8047-d8a8a2e05cf0,City GA Water System,GA,2022,19108474.65,15631508.88,3476965.77,236027619.8,130616313.31,105411306.49,18.2,55.34
55988f8f-a099-44a2-8047-d8a8a2e05cf0,City GA Water System,GA,2021,18298118.41,16138146.48,2159971.93,163092574.05,89154002.73,73938571.31,11.8,54.66
55988f8f-a099-44a2-8047-d8a8a2e05cf0,City GA Water System,GA,2020,17522127.93,14637560.11,2884567.82,225434229.6,103666356.38,121767873.22,16.46,45.99
55988f8f-a099-44a2-8047-d8a8a2e05cf0,City GA Water System,GA,2019,16779045.82,14559802.84,2219242.98,147283832.27,69000323.82,78283508.45,13.23,46.85
55988f8f-a099-44a2-8047-d8a8a2e05cf0,City GA Water System,GA,2018,16067476.5,12127637.23,3939839.26,223094172.36,132242976.59,90851195.77,24.52,59.28
55988f8f-a099-44a2-8047-d8a8a2e05cf0,City GA Water System,GA,2017,15386083.55,13792051.07,1594032.48,198272715.54,91077077.18,107195638.37,10.36,45.94
55988f8f-a099-44a2-8047-d8a8a2e05cf0,City GA Water System,GA,2016,14733587.27,11440864.11,3292723.16,159569266.82,95188928.07,64380338.75,22.35,59.65
55988f8f-a099-44a2-8047-d8a8a2e05cf0,City GA Water System,GA,2015,14108762.18,11265994.87,2842767.31,199534381.99,86378830.72,113155551.27,20.15,43.29
d22ec3fb-798c-4edb-b6cb-effc3e392af0,Greater VA County Water District,VA,2024,89025438.7,69426418.09,19599020.61,1268988947.98,757865628.76,511123319.22,22.02,59.72
d22ec3fb-798c-4edb-b6cb-effc3e392af0,Greater VA County Water District,VA,2023,88134050.62,76837822.24,11296228.38,1292768998.89,571964232.96,720804765.92,12.82,44.24
d22ec3fb-798c-4edb-b6cb-effc3e392af0,Greater VA County Water District,VA,2022,87251587.77,68942316.51,18309271.27,1134587407.05,467384721.97,667202685.07,20.98,41.19
d22ec3fb-798c-4edb-b6cb-effc3e392af0,Greater VA County Water District,VA,2021,86377960.79,76886667.8,9491292.99,1058610421.67,438487407.52,620123014.15,10.99,41.42
d22ec3fb-798c-4edb-b6cb-effc3e392af0,Greater VA County Water District,VA,2020,85513081.2,66164211.45,19348869.75,1056717134.28,613746924.52,442970209.76,22.63,58.08
d22ec3fb-798c-4edb-b6cb-effc3e392af0,Greater VA County Water District,VA,2019,84656861.42,73505472.43,11151389.0,819177382.76,349703510.27,469473872.5,13.17,42.69
d22ec3fb-798c-4edb-b6cb-effc3e392af0,Greater VA County Water District,VA,2018,83809214.75,62859257.45,20949957.29,682850721.22,306000024.63,376850696.59,25.0,44.81
d22ec3fb-798c-4edb-b6cb-effc3e392af0,Greater VA County Water District,VA,2017,82970055.33,66824231.24,16145824.1,874428682.74,457944328.47,416484354.27,19.46,52.37
d22ec3fb-798c-4edb-b6cb-effc3e392af0,Greater VA County Water District,VA,2016,82139298.2,70795998.04,11343300.16,817379771.52,372127534.09,445252237.43,13.81,45.53
d22ec3fb-798c-4edb-b6cb-effc3e392af0,Greater VA County Water District,VA,2015,81316859.21,69120886.17,12195973.04,1056852664.07,490357249.55,566495414.51,15.0,46.4
6702a54e-289f-4b19-9313-a33f250a375e,South VA Water and Power Department,VA,2024,226203037.77,195175315.26,31027722.51,1962100753.51,967698839.24,994401914.27,13.72,49.32
6702a54e-289f-4b19-9313-a33f250a375e,South VA Water and Power Department,VA,2023,215725591.35,188530863.49,27194727.86,2326319934.85,1172284740.77,1154035194.08,12.61,50.39
6702a54e-289f-4b19-9313-a33f250a375e,South VA Water and Power Department,VA,2022,205733447.36,167956969.2,37776478.16,2732876603.03,1297981410.79,1434895192.24,18.36,47.5
6702a54e-289f-4b19-9313-a33f250a375e,South VA Water and Power Department,VA,2021,196204127.19,175101086.71,21103040.48,2801525558.59,1645543478.5,1155982080.09,10.76,58.74
6702a54e-289f-4b19-9313-a33f250a375e,South VA Water and Power Department,VA,2020,187116193.4,148985404.57,38130788.84,2404701303.37,1218783639.35,1185917664.02,20.38,50.68
6702a54e-289f-4b19-9313-a33f250a375e,South VA Water and Power Department,VA,2019,178449201.53,157525132.32,20924069.21,1524043258.02,710664174.42,813379083.6,11.73,46.63
6702a54e-289f-4b19-9313-a33f250a375e,South VA Water and Power Department,VA,2018,170183654.06,144271513.16,25912140.9,1605095729.19,828932071.55,776163657.65,15.23,51.64
6702a54e-289f-4b19-9313-a33f250a375e,South VA Water and Power Department,VA,2017,162300956.57,125451016.2,36849940.37,1577858773.64,807520323.55,770338450.1,22.7,51.18
6702a54e-289f-4b19-9313-a33f250a375e,South VA Water and Power Department,VA,2016,154783375.94,129383960.6,25399415.33,1721790820.6,694846355.92,1026944464.68,16.41,40.36
6702a54e-289f-4b19-9313-a33f250a375e,South VA Water and Power Department,VA,2015,147614000.39,131167298.74,16446701.65,1348550635.53,633215515.18,715335120.36,11.14,46.96
46d13fb4-db03-49de-9297-4d12d25f42c1,Municipal IN Municipal Water District,IN,2024,18343272.37,15476220.61,2867051.76,157167848.63,85024774.81,72143073.82,15.63,54.1
46d13fb4-db03-49de-9297-4d12d25f42c1,Municipal IN Municipal Water District,IN,2023,17776453.27,14370647.58,3405805.7,193024503.2,79754710.93,113269792.27,19.16,41.32
46d13fb4-db03-49de-9297-4d12d25f42c1,Municipal IN Municipal Water District,IN,2022,17227149.26,14325775.14,2901374.12,161145444.44,88434983.34,72710461.1,16.84,54.88
46d13fb4-db03-49de-9297-4d12d25f42c1,Municipal IN Municipal Water District,IN,2021,16694819.1,14757995.45,1936823.65,234686699.49,139379396.25,95307303.24,11.6,59.39
46d13fb4-db03-49de-9297-4d12d25f42c1,Municipal IN Municipal Water District,IN,2020,16178938.29,12939227.88,3239710.41,158371810.19,76388327.67,81983482.52,20.02,48.23
46d13fb4-db03-49de-9297-4d12d25f42c1,Municipal IN Municipal Water District,IN,2019,15678998.53,13669915.86,2009082.68,134579443.67,66956460.27,67622983.4,12.81,49.75
46d13fb4-db03-49de-9297-4d12d25f42c1,Municipal IN Municipal Water District,IN,2018,15194507.24,11795127.72,3399379.53,215778655.32,103066638.7,112712016.62,22.37,47.76
46d13fb4-db03-49de-9297-4d12d25f42c1,Municipal IN Municipal Water District,IN,2017,14724987.05,13111864.54,1613122.51,193236878.82,87115255.04,106121623.78,10.96,45.08
46d13fb4-db03-49de-9297-4d12d25f42c1,Municipal IN Municipal Water District,IN,2016,14269975.33,11464840.13,2805135.2,185690410.11,93132653.85,92557756.26,19.66,50.15
46d13fb4-db03-49de-9297-4d12d25f42c1,Municipal IN Municipal Water District,IN,2015,13829023.78,10471891.36,3357132.41,179253665.23,90250597.31,89003067.92,24.28,50.35
2bab7428-0d69-4b0d-9869-f052b9b64a54,Metro CT Municipal Water District,CT,2024,3676448237.77,3063498870.37,612949367.4,36923670515.31,15589447511.33,21334223003.98,16.67,42.22
2bab7428-0d69-4b0d-9869-f052b9b64a54,Metro CT Municipal Water District,CT,2023,3610468750.7,3000145445.5,610323305.2,30497983316.29,12396734297.16,18101249019.13,16.9,40.65
2bab7428-0d69-4b0d-9869-f052b9b64a54,Metro CT Municipal Water District,CT,2022,3545673366.45,2703491900.17,842181466.28,44655250230.98,24492394446.93,20162855784.04,23.75,54.85
2bab7428-0d69-4b0d-9869-f052b9b64a54,Metro CT Municipal Water District,CT,2021,3482040834.48,3048306909.99,433733924.49,45048627015.32,19711563582.37,25337063432.96,12.46,43.76
2bab7428-0d69-4b0d-9869-f052b9b64a54,Metro CT Municipal Water District,CT,2020,3419550285.63,2644416711.47,775133574.16,39890629626.76,17916204769.1,21974424857.66,22.67,44.91
2bab7428-0d69-4b0d-9869-f052b9b64a54,Metro CT Municipal Water District,CT,2019,3358181225.26,2919880669.68,438300555.58,37412688917.84,20352832474.24,17059856443.6,13.05,54.4
2bab7428-0d69-4b0d-9869-f052b9b64a54,Metro CT Municipal Water District,CT,2018,3297913526.55,2634399905.79,663513620.76,29691530260.86,17498216545.91,12193313714.96,20.12,58.93
2bab7428-0d69-4b0d-9869-f052b9b64a54,Metro CT Municipal Water District,CT,2017,3238727423.88,2781898682.12,456828741.76,27677450398.48,13746408140.61,13931042257.86,14.11,49.67
2bab7428-0d69-4b0d-9869-f052b9b64a54,Metro CT Municipal Water District,CT,2016,3180603506.35,2575921281.31,604682225.03,38255014627.99,21177200414.2,17077814213.8,19.01,55.36
2bab7428-0d69-4b0d-9869-f052b9b64a54,Metro CT Municipal Water District,CT,2015,3123522711.42,2738089413.43,385433297.99,39513645235.61,22645434038.07,16868211197.53,12.34,57.31
a4f9f5e4-e51e-4aff-a319-24449bb84b23,Central AZ Water and Power Department,AZ,2024,215197032.07,163894756.2,51302275.87,1760794718.32,1011472435.89,749322282.43,23.84,57.44
a4f9f5e4-e51e-4aff-a319-24449bb84b23,Central AZ Water and Power Department,AZ,2023,209385099.91,177134853.59,32250246.32,2706071747.92,1159659025.34,1546412722.57,15.4,42.85
a4f9f5e4-e51e-4aff-a319-24449bb84b23,Central AZ Water and Power Department,AZ,2022,203730133.46,156480018.5,47250114.96,2692284716.82,1533471909.44,1158812807.38,23.19,56.96
a4f9f5e4-e51e-4aff-a319-24449bb84b23,Central AZ Water and Power Department,AZ,2021,198227893.48,158880092.59,39347800.89,2640169458.16,1450494617.69,1189674840.46,19.85,54.94
a4f9f5e4-e51e-4aff-a319-24449bb84b23,Central AZ Water and Power Department,AZ,2020,192874255.19,171968400.07,20905855.12,2148375195.82,1284711834.44,863663361.38,10.84,59.8
a4f9f5e4-e51e-4aff-a319-24449bb84b23,Central AZ Water and Power Department,AZ,2019,187665205.25,150869232.99,36795972.26,1964627463.92,829483482.33,1135143981.59,19.61,42.22
